1.9980E-03	2.8161E-02
2.9970E-03	3.3453E-02
3.9960E-03	3.7908E-02
4.9950E-03	4.1850E-02
5.9940E-03	4.5441E-02
7.9921E-03	5.1867E-02
9.9901E-03	5.7537E-02
1.1988E-02	6.2721E-02
1.3986E-02	6.7473E-02
1.5984E-02	7.1928E-02
1.7982E-02	7.6113E-02
1.9980E-02	8.0082E-02
2.4975E-02	8.7615E-02
2.9970E-02	9.4041E-02
3.4965E-02	9.9603E-02
3.9960E-02	1.0441E-01
4.4955E-02	1.0859E-01
4.9950E-02	1.1224E-01
5.4945E-02	1.1537E-01
5.9940E-02	1.1807E-01
6.9931E-02	1.2228E-01
7.9921E-02	1.2523E-01
8.9911E-02	1.2714E-01
9.9901E-02	1.2822E-01
1.0989E-01	1.2868E-01
1.1988E-01	1.2863E-01
1.2987E-01	1.2822E-01
1.3986E-01	1.2755E-01
1.4985E-01	1.2666E-01
1.5984E-01	1.2563E-01
1.6983E-01	1.2450E-01
1.7982E-01	1.2331E-01
1.8981E-01	1.2209E-01
1.9980E-01	1.2088E-01
2.4975E-01	1.1483E-01
2.9970E-01	1.0938E-01
3.4965E-01	1.0457E-01
3.9960E-01	1.0031E-01
4.4955E-01	9.6471E-02
4.9950E-01	9.2988E-02
5.4945E-01	8.9829E-02
5.9940E-01	8.6886E-02
6.9931E-01	8.1540E-02
7.9921E-01	7.6788E-02
8.9911E-01	7.2603E-02
9.9901E-01	6.8850E-02
1.0989E+00	6.5529E-02
1.1988E+00	6.2532E-02
1.2987E+00	5.9832E-02
1.3986E+00	5.7402E-02
1.4985E+00	5.5161E-02
1.5984E+00	5.3136E-02
1.6983E+00	5.1273E-02
1.7982E+00	4.9545E-02
1.8981E+00	4.7925E-02
1.9980E+00	4.6440E-02
2.4975E+00	4.0365E-02
2.9970E+00	3.5856E-02
3.4965E+00	3.2373E-02
3.9960E+00	2.9565E-02
4.4955E+00	2.7270E-02
4.9950E+00	2.5334E-02
5.4945E+00	2.3693E-02
5.9940E+00	2.2275E-02
6.9931E+00	1.9948E-02
7.9921E+00	1.8109E-02
8.9911E+00	1.6616E-02
9.9901E+00	1.5377E-02
1.0989E+01	1.4326E-02
1.1988E+01	1.3427E-02
1.2987E+01	1.2647E-02
1.3986E+01	1.1961E-02
1.4985E+01	1.1354E-02
1.5984E+01	1.0811E-02
1.6983E+01	1.0325E-02
1.7982E+01	9.8820E-03
1.8981E+01	9.4824E-03
1.9980E+01	9.1152E-03
2.4975E+01	7.6734E-03
2.9970E+01	6.6582E-03
3.4965E+01	5.9022E-03
3.9960E+01	5.3163E-03
4.9950E+01	4.4604E-03
5.4945E+01	4.1364E-03
5.9940E+01	3.8637E-03
6.9931E+01	3.4236E-03
7.9921E+01	3.0834E-03
8.9911E+01	2.8107E-03
9.9901E+01	2.5904E-03
1.0989E+02	2.4060E-03
1.1988E+02	2.2502E-03
1.2987E+02	2.1163E-03
1.3986E+02	2.0002E-03
1.4985E+02	1.8984E-03
1.5984E+02	1.8085E-03
1.6983E+02	1.7283E-03
1.7982E+02	1.6565E-03
1.8981E+02	1.5917E-03
1.9980E+02	1.5331E-03
2.4975E+02	1.3060E-03
2.9970E+02	1.1507E-03
3.4965E+02	1.0379E-03
3.9960E+02	9.5202E-04
4.4955E+02	8.8479E-04
4.9950E+02	8.3052E-04
5.4945E+02	7.8597E-04
5.9940E+02	7.4871E-04
6.9931E+02	6.8985E-04
7.9921E+02	6.4611E-04
8.9911E+02	6.1209E-04
9.9901E+02	5.8509E-04
1.0989E+03	5.6322E-04
1.1988E+03	5.4540E-04
1.2987E+03	5.3055E-04
1.3986E+03	5.1786E-04
1.4985E+03	5.0733E-04
1.5984E+03	4.9815E-04
1.6983E+03	4.9032E-04
1.7982E+03	4.8357E-04
1.8981E+03	4.7763E-04
1.9980E+03	4.7250E-04
2.9970E+03	4.4469E-04
3.9960E+03	4.3686E-04
4.9950E+03	4.3551E-04
5.9940E+03	4.3713E-04
7.9921E+03	4.4334E-04
9.9901E+03	4.5036E-04
1.1988E+04	4.5684E-04
1.3986E+04	4.6278E-04
1.5984E+04	4.6818E-04
1.7982E+04	4.7304E-04
1.9980E+04	4.7736E-04
